market_id,created_at,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_couriers,total_busy_couriers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
2.0,2015-02-13 03:20:03,5287,sandwich,3.0,3,1325,3,125,900,72.0,58.0,88.0,251,539.0
5.0,2015-02-13 03:20:07,3174,,1.0,2,1900,2,900,1000,44.0,42.0,72.0,446,382.0
5.0,2015-02-13 03:20:19,4160,american,1.0,2,1325,2,350,975,44.0,42.0,72.0,446,841.0
4.0,2015-02-13 03:20:24,6246,mexican,5.0,2,1825,2,375,1450,119.0,106.0,180.0,251,557.0
3.0,2015-02-13 03:20:26,5853,mexican,3.0,1,2860,1,2860,2860,5.0,4.0,8.0,251,408.0
5.0,2015-02-13 03:20:29,778,sushi,1.0,3,1495,3,395,650,44.0,42.0,72.0,446,412.0
2.0,2015-02-13 03:20:29,652,fast,4.0,3,954,3,189,500,131.0,108.0,186.0,251,620.0
2.0,2015-02-13 03:20:33,6074,sushi,5.0,4,4850,4,550,1950,104.0,84.0,142.0,251,593.0
1.0,2015-02-13 03:20:34,2595,italian,1.0,2,3300,2,1400,1900,5.0,5.0,9.0,446,177.0
4.0,2015-02-13 03:20:37,797,asian,2.0,4,3780,4,795,995,110.0,95.0,136.0,251,207.0
6.0,2015-02-13 03:20:38,3742,steak,1.0,2,3100,1,1275,1275,,,,446,590.0
2.0,2015-02-13 03:20:42,2590,vegetarian,2.0,2,1398,2,499,899,72.0,58.0,88.0,251,840.0
5.0,2015-02-13 03:20:48,6693,chinese,4.0,4,1952,3,153,906,38.0,24.0,45.0,251,719.0
1.0,2015-02-13 03:20:48,294,american,5.0,1,1395,1,1395,1395,65.0,63.0,83.0,251,348.0
4.0,2015-02-13 03:20:57,5426,sandwich,5.0,4,3491,2,797,898,75.0,74.0,113.0,251,496.0
2.0,2015-02-13 03:20:58,4964,barbecue,3.0,2,3340,2,1195,1195,131.0,108.0,186.0,251,779.0
1.0,2015-02-13 03:21:02,914,pizza,3.0,3,2087,3,499,1029,65.0,63.0,83.0,251,622.0
6.0,2015-02-13 03:21:05,6226,thai,1.0,1,1300,1,1300,1300,,,,446,476.0
1.0,2015-02-13 03:21:06,6973,pizza,1.0,2,1995,2,500,1395,15.0,15.0,19.0,446,632.0
2.0,2015-02-13 03:21:06,1871,japanese,1.0,5,2575,5,195,1095,131.0,108.0,186.0,446,83.0
4.0,2015-02-13 03:21:13,4886,mexican,3.0,2,3405,2,1100,1295,75.0,74.0,113.0,251,495.0
3.0,2015-02-13 03:21:18,3181,japanese,3.0,7,4400,7,395,995,29.0,27.0,31.0,251,191.0
2.0,2015-02-13 03:21:19,1311,american,3.0,3,2217,3,209,1619,131.0,108.0,186.0,251,564.0
4.0,2015-02-13 03:21:20,1046,mexican,1.0,3,5400,3,1400,2100,5.0,5.0,9.0,251,154.0
4.0,2015-02-13 03:21:27,5617,seafood,3.0,2,1998,2,399,599,119.0,106.0,180.0,251,602.0
3.0,2015-02-13 03:21:29,6861,malaysian,1.0,3,2650,3,150,1300,,,,446,805.0
2.0,2015-02-13 03:21:30,1997,indian,2.0,3,2148,3,250,999,72.0,58.0,88.0,251,785.0
3.0,2015-02-13 03:21:33,4020,american,1.0,3,3400,3,500,1600,23.0,19.0,20.0,446,1053.0
2.0,2015-02-13 03:21:36,3759,mexican,4.0,1,950,1,950,950,,,,251,1059.0
2.0,2015-02-13 03:21:40,4243,pizza,2.0,1,750,1,750,750,131.0,108.0,186.0,251,957.0
2.0,2015-02-13 03:21:41,389,american,1.0,2,418,2,79,219,131.0,108.0,186.0,446,577.0
1.0,2015-02-13 03:21:52,4090,japanese,5.0,2,1715,2,695,845,19.0,18.0,33.0,251,406.0
1.0,2015-02-13 03:21:58,2805,thai,1.0,3,2585,3,395,1095,15.0,15.0,19.0,446,715.0
6.0,2015-02-13 03:22:02,5606,american,3.0,1,1125,1,1125,1125,,,,251,248.0
4.0,2015-02-13 03:22:02,4137,dessert,2.0,2,1137,1,499,499,75.0,74.0,113.0,251,289.0
2.0,2015-02-13 03:22:06,1311,american,3.0,6,2184,3,79,1619,131.0,108.0,186.0,251,597.0
4.0,2015-02-13 03:22:09,4136,american,1.0,2,4190,2,1995,2195,75.0,74.0,113.0,446,96.0
3.0,2015-02-13 03:22:11,5412,italian,3.0,3,4197,2,1299,1599,50.0,38.0,35.0,251,882.0
2.0,2015-02-13 03:22:12,3732,burger,5.0,4,4185,4,395,995,131.0,108.0,186.0,251,701.0
4.0,2015-02-13 03:22:12,3530,italian,3.0,3,4265,3,1375,1495,75.0,74.0,113.0,251,567.0
1.0,2015-02-13 03:22:13,2319,pizza,3.0,3,2236,3,579,899,29.0,27.0,25.0,251,428.0
2.0,2015-02-13 03:22:16,940,indian,1.0,5,2700,4,300,700,131.0,108.0,186.0,446,654.0
3.0,2015-02-13 03:22:19,5635,vietnamese,1.0,1,925,1,925,925,50.0,38.0,35.0,446,280.0
3.0,2015-02-13 03:22:26,3766,peruvian,5.0,2,1995,2,700,1295,23.0,19.0,20.0,251,164.0
2.0,2015-02-13 03:22:33,4080,mexican,2.0,3,3300,3,800,1300,131.0,108.0,186.0,251,413.0
4.0,2015-02-13 03:22:35,6000,indian,2.0,7,2599,5,250,550,110.0,95.0,136.0,251,283.0
2.0,2015-02-13 03:22:42,6592,thai,3.0,4,4380,4,495,1195,72.0,58.0,88.0,251,244.0
5.0,2015-02-13 03:22:44,1614,indian,1.0,3,1137,3,169,769,35.0,24.0,36.0,446,642.0
6.0,2015-02-13 03:22:47,6069,chinese,1.0,4,3825,4,700,1400,,,,446,522.0
2.0,2015-02-13 03:22:52,6145,mexican,3.0,2,2770,2,1295,1475,72.0,58.0,88.0,251,414.0
2.0,2015-02-13 03:22:58,5839,pizza,5.0,1,1099,1,1099,1099,131.0,108.0,186.0,251,589.0
1.0,2015-02-13 03:23:00,3948,american,1.0,4,4700,3,500,1400,10.0,9.0,8.0,446,1153.0
2.0,2015-02-13 03:23:02,5028,mexican,5.0,2,2300,1,850,850,104.0,84.0,142.0,251,369.0
4.0,2015-02-13 03:23:04,4428,sushi,3.0,3,2030,3,495,800,119.0,106.0,180.0,251,976.0
2.0,2015-02-13 03:23:04,6373,japanese,1.0,4,3845,4,450,1400,104.0,84.0,142.0,446,606.0
1.0,2015-02-13 03:23:06,3689,pizza,5.0,1,1798,1,1599,1599,29.0,27.0,25.0,251,883.0
1.0,2015-02-13 03:23:11,2319,pizza,3.0,1,1546,1,1409,1594,35.0,32.0,31.0,251,565.0
4.0,2015-02-13 03:23:14,3133,chinese,1.0,3,2285,3,595,945,75.0,74.0,113.0,446,507.0
4.0,2015-02-13 03:23:16,377,thai,2.0,2,2400,2,1200,1200,110.0,95.0,136.0,251,775.0
2.0,2015-02-13 03:23:16,1194,pizza,3.0,2,4493,2,1499,2124,131.0,108.0,186.0,251,154.0
6.0,2015-02-13 03:23:18,4360,pizza,3.0,2,1228,2,579,649,,,,251,703.0
1.0,2015-02-13 03:23:18,1336,pizza,5.0,2,2150,2,550,850,29.0,27.0,25.0,251,394.0
6.0,2015-02-13 03:23:20,6030,latin-american,1.0,5,1600,2,300,350,,,,446,701.0
1.0,2015-02-13 03:23:23,59,chinese,1.0,3,3342,2,942,1200,0.0,0.0,0.0,446,521.0
4.0,2015-02-13 03:23:27,606,chinese,5.0,9,5330,5,150,1195,119.0,106.0,180.0,251,500.0
1.0,2015-02-13 03:23:30,6056,japanese,6.0,5,1950,3,150,1100,0.0,0.0,0.0,446,362.0
5.0,2015-02-13 03:23:30,1555,burger,4.0,4,1146,4,149,429,44.0,42.0,72.0,251,536.0
1.0,2015-02-13 03:23:33,739,american,1.0,4,1975,3,250,575,15.0,15.0,19.0,446,244.0
3.0,2015-02-13 03:23:33,619,mexican,1.0,1,899,1,899,899,8.0,4.0,3.0,446,955.0
5.0,2015-02-13 03:23:36,5250,asian,1.0,3,3700,3,1000,1400,44.0,42.0,72.0,446,150.0
3.0,2015-02-13 03:23:37,2391,chinese,3.0,5,4369,5,695,1050,0.0,0.0,0.0,251,767.0
1.0,2015-02-13 03:23:39,2016,mediterranean,3.0,2,935,2,249,686,29.0,27.0,25.0,251,762.0
2.0,2015-02-13 03:23:39,1296,asian,3.0,4,2965,4,650,845,131.0,108.0,186.0,251,562.0
5.0,2015-02-13 03:23:40,5915,indian,1.0,3,2665,3,275,1295,25.0,22.0,33.0,446,387.0
4.0,2015-02-13 03:23:45,4852,pizza,3.0,3,4000,3,1000,1800,110.0,95.0,136.0,251,933.0
4.0,2015-02-13 03:23:48,5341,vietnamese,5.0,2,1470,2,395,975,110.0,95.0,136.0,251,1003.0
2.0,2015-02-13 03:23:51,3926,middle-eastern,3.0,2,3785,2,1495,1795,72.0,58.0,88.0,251,627.0
5.0,2015-02-13 03:23:52,6095,thai,3.0,5,4375,5,695,1195,44.0,42.0,72.0,251,607.0
2.0,2015-02-13 03:23:55,5789,greek,5.0,1,1199,1,1199,1199,104.0,84.0,142.0,251,424.0
5.0,2015-02-13 03:23:58,1347,burger,4.0,4,1577,4,180,659,25.0,22.0,33.0,251,347.0
2.0,2015-02-13 03:23:58,2977,breakfast,3.0,2,1945,2,750,1095,131.0,108.0,186.0,251,685.0
4.0,2015-02-13 03:24:04,2296,italian,5.0,2,3350,2,1500,1850,119.0,106.0,180.0,251,558.0
2.0,2015-02-13 03:24:07,4343,sushi,3.0,9,7220,6,495,1395,72.0,58.0,88.0,251,447.0
4.0,2015-02-13 03:24:11,5246,pasta,3.0,2,3190,2,1595,1595,110.0,95.0,136.0,251,1011.0
2.0,2015-02-13 03:24:15,4047,korean,2.0,1,1000,1,750,750,131.0,108.0,186.0,251,854.0
5.0,2015-02-13 03:24:23,2925,indian,1.0,4,2846,4,249,999,32.0,20.0,28.0,446,580.0
2.0,2015-02-13 03:24:23,6693,sandwich,1.0,1,835,1,710,710,35.0,24.0,36.0,251,415.0
5.0,2015-02-13 03:24:26,2690,thai,1.0,4,2140,4,100,895,32.0,20.0,28.0,446,457.0
2.0,2015-02-13 03:24:29,2680,hawaiian,3.0,4,2940,4,245,1175,131.0,108.0,186.0,251,826.0
2.0,2015-02-13 03:24:31,4210,mexican,2.0,2,2620,1,1085,1085,131.0,108.0,186.0,251,586.0
5.0,2015-02-13 03:24:31,4001,indian,3.0,2,798,2,299,499,32.0,20.0,28.0,251,581.0
3.0,2015-02-13 03:24:34,6160,barbecue,1.0,1,175,1,175,175,6.0,3.0,4.0,446,588.0
1.0,2015-02-13 03:24:35,3208,japanese,1.0,5,6850,5,1150,1500,48.0,48.0,77.0,446,235.0
3.0,2015-02-13 03:24:35,586,american,5.0,7,7850,7,700,1300,50.0,38.0,35.0,251,798.0
4.0,2015-02-13 03:24:41,6294,burger,5.0,3,2869,3,445,1375,75.0,74.0,113.0,251,529.0
1.0,2015-02-13 03:24:46,3354,gastropub,5.0,3,1900,2,500,700,65.0,63.0,83.0,251,377.0
4.0,2015-02-13 03:24:53,861,burger,5.0,2,1138,2,349,789,75.0,74.0,113.0,251,232.0
2.0,2015-02-13 03:24:54,2331,burmese,1.0,1,895,1,895,895,131.0,108.0,186.0,446,535.0
2.0,2015-02-13 03:24:55,389,american,1.0,2,2048,2,889,1099,131.0,108.0,186.0,446,512.0
4.0,2015-02-13 03:24:56,1610,american,3.0,2,1850,2,500,1350,75.0,74.0,113.0,251,684.0
4.0,2015-02-13 03:24:59,1713,american,3.0,4,3255,3,195,1495,75.0,74.0,113.0,251,780.0
2.0,2015-02-13 03:25:00,3873,other,3.0,3,4685,2,1395,1495,104.0,84.0,142.0,251,689.0
3.0,2015-02-13 03:25:04,4871,pizza,5.0,1,2957,1,2599,2599,52.0,34.0,31.0,251,789.0
1.0,2015-02-13 03:25:07,5544,american,3.0,4,4795,3,400,1450,15.0,15.0,23.0,251,257.0
4.0,2015-02-13 03:25:09,3060,greek,3.0,2,1645,2,595,1050,119.0,110.0,181.0,251,419.0
1.0,2015-02-13 03:25:14,6496,fast,4.0,1,3899,1,3899,3899,50.0,50.0,76.0,251,493.0
2.0,2015-02-13 03:25:15,4242,barbecue,3.0,2,1560,2,730,830,134.0,119.0,198.0,251,865.0
2.0,2015-02-13 03:25:27,4964,barbecue,3.0,2,2212,2,1195,1299,134.0,119.0,198.0,251,411.0
4.0,2015-02-13 03:25:28,6787,sushi,3.0,6,4150,5,450,1125,119.0,110.0,181.0,251,1163.0
1.0,2015-02-13 03:25:32,3006,burger,4.0,6,2652,4,200,550,10.0,8.0,7.0,251,402.0
4.0,2015-02-13 03:25:32,1936,singaporean,3.0,4,4350,4,300,1900,119.0,110.0,181.0,251,430.0
3.0,2015-02-13 03:25:35,4240,thai,1.0,3,2010,2,180,1650,25.0,25.0,24.0,446,381.0
4.0,2015-02-13 03:25:36,4372,thai,5.0,2,2050,2,950,950,119.0,110.0,181.0,251,910.0
5.0,2015-02-13 03:25:43,3618,fast,4.0,1,689,1,659,659,36.0,23.0,34.0,251,193.0
2.0,2015-02-13 03:25:48,715,indian,1.0,5,5600,5,500,2400,111.0,87.0,132.0,251,549.0
2.0,2015-02-13 03:25:50,6750,french,3.0,8,5195,8,375,1200,50.0,50.0,76.0,446,202.0
3.0,2015-02-13 03:25:54,2804,american,1.0,4,4450,4,1000,1250,52.0,34.0,31.0,446,375.0
4.0,2015-02-13 03:25:57,3060,greek,3.0,1,1050,1,1050,1050,119.0,110.0,181.0,251,626.0
2.0,2015-02-13 03:26:00,3130,italian,1.0,3,3840,3,950,1495,98.0,92.0,145.0,251,509.0
1.0,2015-02-13 03:26:01,3491,japanese,6.0,3,2300,3,400,1100,29.0,27.0,28.0,446,143.0
2.0,2015-02-13 03:26:01,5801,indian,2.0,3,3000,3,400,1400,73.0,59.0,92.0,251,758.0
1.0,2015-02-13 03:26:02,4661,burger,1.0,2,2444,2,692,1154,68.0,60.0,84.0,446,916.0
1.0,2015-02-13 03:26:05,4645,mexican,3.0,2,3650,1,1400,1400,50.0,50.0,76.0,251,156.0
2.0,2015-02-13 03:26:12,6745,italian,1.0,2,2600,2,900,1700,98.0,92.0,145.0,446,742.0
3.0,2015-02-13 03:26:12,4893,greek,3.0,2,958,2,199,759,52.0,34.0,31.0,251,471.0
4.0,2015-02-13 03:26:17,4753,burger,1.0,2,2207,1,1029,1029,72.0,71.0,106.0,446,518.0
2.0,2015-02-13 03:26:18,874,italian,3.0,2,2370,2,795,1075,73.0,59.0,92.0,251,223.0
1.0,2015-02-13 03:26:22,3786,thai,1.0,6,4900,4,600,1000,50.0,50.0,76.0,446,283.0
2.0,2015-02-13 03:26:23,193,vietnamese,5.0,3,2340,2,550,895,134.0,119.0,198.0,251,704.0
6.0,2015-02-13 03:26:25,94,sandwich,3.0,3,2397,3,599,899,,,,251,401.0
6.0,2015-02-13 03:26:30,2834,chinese,3.0,3,3185,3,995,1195,,,,251,574.0
6.0,2015-02-13 03:26:31,5502,middle-eastern,2.0,2,1470,2,275,1195,,,,251,509.0
4.0,2015-02-13 03:26:39,4746,japanese,1.0,3,2437,3,479,1259,72.0,71.0,106.0,446,673.0
4.0,2015-02-13 03:26:41,2902,burger,4.0,4,1706,4,279,609,111.0,87.0,132.0,251,662.0
2.0,2015-02-13 03:26:43,4210,mexican,2.0,1,725,1,725,725,134.0,119.0,198.0,251,529.0
1.0,2015-02-13 03:26:51,4487,thai,1.0,2,1190,2,195,995,50.0,50.0,76.0,446,130.0
4.0,2015-02-13 03:26:51,6294,burger,5.0,4,4089,4,495,1225,72.0,71.0,106.0,251,225.0
2.0,2015-02-13 03:26:55,1653,pizza,3.0,1,1725,1,1725,1725,73.0,59.0,92.0,251,769.0
2.0,2015-02-13 03:26:56,920,seafood,5.0,1,1450,1,1150,1150,98.0,92.0,145.0,251,536.0
3.0,2015-02-13 03:26:57,5727,burger,1.0,7,3623,6,309,769,22.0,19.0,19.0,446,566.0
2.0,2015-02-13 03:27:05,2069,american,3.0,2,2268,1,1099,1099,134.0,119.0,198.0,251,591.0
6.0,2015-02-13 03:27:06,2838,pizza,3.0,2,4298,2,1399,2399,,,,251,1018.0
3.0,2015-02-13 03:27:08,4078,pizza,1.0,1,695,1,695,695,10.0,6.0,5.0,446,288.0
2.0,2015-02-13 03:27:10,3926,middle-eastern,3.0,3,3440,3,450,1495,73.0,59.0,92.0,251,790.0
6.0,2015-02-13 03:27:13,3443,american,5.0,1,1115,1,1115,1115,,,,251,551.0
3.0,2015-02-13 03:27:16,4803,persian,5.0,5,6295,5,599,1999,52.0,34.0,31.0,251,364.0
6.0,2015-02-13 03:27:18,6610,,3.0,1,1595,1,1595,1595,,,,251,205.0
2.0,2015-02-13 03:27:33,2005,italian,1.0,3,3125,3,950,1150,134.0,119.0,198.0,446,647.0
2.0,2015-02-13 03:27:36,3752,chinese,3.0,3,3225,3,600,1675,72.0,71.0,106.0,251,214.0
4.0,2015-02-13 03:27:36,3293,american,1.0,2,3340,1,765,765,111.0,87.0,132.0,446,372.0
1.0,2015-02-13 03:27:41,4378,mexican,1.0,1,1395,1,1395,1395,62.0,59.0,83.0,446,872.0
3.0,2015-02-13 03:27:43,5499,burger,5.0,2,2475,2,1175,1300,5.0,5.0,4.0,251,591.0
3.0,2015-02-13 03:27:44,5813,mexican,1.0,4,4185,4,550,1495,52.0,34.0,31.0,446,475.0
6.0,2015-02-13 03:27:48,3945,cafe,2.0,2,975,2,375,375,,,,251,430.0
4.0,2015-02-13 03:27:49,1853,mexican,3.0,11,5350,8,150,850,72.0,71.0,106.0,251,537.0
3.0,2015-02-13 03:27:58,4306,chinese,1.0,2,1500,2,700,800,,,,446,88.0
3.0,2015-02-13 03:27:59,4585,mexican,3.0,10,3328,6,46,695,22.0,19.0,19.0,251,685.0
2.0,2015-02-13 03:28:01,3041,vietnamese,5.0,2,2050,1,880,880,134.0,119.0,198.0,251,695.0
2.0,2015-02-13 03:28:08,4686,vietnamese,1.0,3,1900,2,200,1500,134.0,119.0,198.0,446,202.0
6.0,2015-02-13 03:28:10,96,vietnamese,1.0,6,5700,5,600,1100,,,,446,650.0
3.0,2015-02-13 03:28:27,570,burger,2.0,4,948,2,199,275,52.0,34.0,31.0,251,293.0
5.0,2015-02-13 03:28:30,4331,mexican,5.0,5,3550,5,250,1300,72.0,71.0,106.0,446,457.0
6.0,2015-02-13 03:28:31,4779,indian,3.0,7,5143,5,249,1249,,,,251,315.0
2.0,2015-02-13 03:28:40,1869,thai,1.0,2,1695,2,200,1495,134.0,119.0,198.0,446,368.0
2.0,2015-02-13 03:28:42,3286,pasta,3.0,4,5280,4,895,1695,134.0,119.0,198.0,251,855.0
3.0,2015-02-13 03:28:42,3370,american,1.0,5,5375,5,695,1095,8.0,5.0,4.0,446,929.0
1.0,2015-02-13 03:28:49,5929,pizza,5.0,3,2750,3,400,1100,5.0,5.0,9.0,251,338.0
5.0,2015-02-13 03:28:50,4667,indian,3.0,4,3644,4,299,1099,33.0,17.0,25.0,251,300.0
2.0,2015-02-13 03:28:53,6865,mexican,5.0,2,1448,2,649,799,134.0,119.0,198.0,251,452.0
1.0,2015-02-13 03:28:55,4967,mediterranean,5.0,2,1445,2,650,795,62.0,59.0,83.0,251,951.0
2.0,2015-02-13 03:29:05,2545,pizza,1.0,1,2499,1,2499,2499,134.0,119.0,198.0,446,669.0
2.0,2015-02-13 03:29:09,1661,dessert,1.0,1,1895,1,1495,1495,134.0,119.0,198.0,446,588.0
6.0,2015-02-13 03:29:25,3443,american,5.0,1,2050,1,1890,1890,,,,251,837.0
2.0,2015-02-13 03:29:30,1296,asian,3.0,6,4500,5,445,995,134.0,119.0,198.0,251,353.0
2.0,2015-02-13 03:29:32,768,american,1.0,2,2028,2,729,759,98.0,92.0,145.0,446,882.0
6.0,2015-02-13 03:29:36,5810,chinese,5.0,3,3165,3,575,1295,,,,251,830.0
2.0,2015-02-13 03:29:41,3813,greek,5.0,4,3396,4,99,1499,134.0,119.0,198.0,251,707.0
3.0,2015-02-13 03:29:47,2919,mexican,1.0,2,1198,2,449,749,22.0,19.0,19.0,446,620.0
1.0,2015-02-13 03:29:49,61,italian,5.0,1,1700,1,1700,1700,50.0,50.0,76.0,251,571.0
1.0,2015-02-13 03:29:53,1878,asian,3.0,3,4400,3,600,2300,62.0,59.0,83.0,251,192.0
4.0,2015-02-13 03:29:57,5184,middle-eastern,5.0,2,1998,1,999,999,111.0,87.0,132.0,251,676.0
3.0,2015-02-13 03:29:58,1870,japanese,2.0,3,2299,3,350,1399,30.0,28.0,34.0,251,227.0
5.0,2015-02-13 03:30:05,3929,mexican,1.0,1,1361,1,933,938,39.0,25.0,38.0,446,678.0
1.0,2015-02-13 03:30:09,6429,italian,3.0,1,925,1,925,925,6.0,6.0,10.0,251,57.0
6.0,2015-02-13 03:30:19,6512,thai,3.0,8,3700,6,200,900,,,,251,628.0
2.0,2015-02-13 03:30:20,2680,hawaiian,3.0,4,1725,2,250,775,132.0,114.0,185.0,251,327.0
2.0,2015-02-13 03:30:22,2283,american,3.0,4,1561,3,199,759,71.0,57.0,93.0,251,632.0
4.0,2015-02-13 03:30:30,4852,pizza,3.0,4,3800,4,200,2000,107.0,85.0,130.0,251,263.0
2.0,2015-02-13 03:30:30,3296,chinese,1.0,1,1795,1,495,495,132.0,114.0,185.0,446,640.0
3.0,2015-02-13 03:30:31,4412,korean,1.0,1,800,1,800,800,0.0,0.0,0.0,446,290.0
3.0,2015-02-13 03:30:32,2719,mexican,3.0,1,1340,1,1045,1045,53.0,37.0,33.0,251,657.0
3.0,2015-02-13 03:30:32,823,latin-american,1.0,6,3235,5,195,1195,31.0,29.0,35.0,446,660.0
2.0,2015-02-13 03:30:34,3010,italian,1.0,2,2820,2,1195,1625,100.0,93.0,135.0,446,708.0
2.0,2015-02-13 03:30:35,2006,american,1.0,1,1494,1,1295,1295,100.0,93.0,135.0,446,650.0
2.0,2015-02-13 03:30:42,1925,indian,2.0,3,2440,2,795,850,100.0,93.0,135.0,251,334.0
3.0,2015-02-13 03:30:44,5620,korean,1.0,1,1199,1,1199,1199,31.0,29.0,35.0,446,717.0
3.0,2015-02-13 03:30:49,1676,irish,1.0,2,3225,2,575,1395,11.0,7.0,7.0,446,544.0
2.0,2015-02-13 03:30:53,4428,mediterranean,3.0,9,7985,9,575,1500,117.0,103.0,166.0,251,195.0
3.0,2015-02-13 03:30:54,3020,american,1.0,6,7150,3,1050,1150,5.0,5.0,7.0,446,536.0
2.0,2015-02-13 03:31:10,4574,burger,1.0,3,1917,3,549,749,132.0,114.0,185.0,446,673.0
1.0,2015-02-13 03:31:13,6706,hawaiian,1.0,1,775,1,775,775,64.0,62.0,84.0,446,765.0
2.0,2015-02-13 03:31:14,4990,thai,3.0,5,5295,5,799,1199,100.0,93.0,135.0,251,764.0
4.0,2015-02-13 03:31:19,1891,thai,3.0,2,1220,2,225,995,107.0,85.0,130.0,251,808.0
2.0,2015-02-13 03:31:19,3454,barbecue,1.0,2,3490,2,1595,1895,132.0,114.0,185.0,446,572.0
1.0,2015-02-13 03:31:22,1514,fast,4.0,5,1315,3,199,299,64.0,62.0,84.0,251,1014.0
6.0,2015-02-13 03:31:23,1615,chinese,1.0,5,2570,4,150,975,,,,446,225.0
4.0,2015-02-13 03:31:24,4880,american,5.0,2,1330,2,365,965,107.0,85.0,130.0,251,730.0
6.0,2015-02-13 03:31:26,2941,pizza,3.0,2,2790,2,1290,1300,,,,251,884.0
2.0,2015-02-13 03:31:31,3564,italian,3.0,3,4085,3,995,1695,100.0,93.0,135.0,251,544.0
2.0,2015-02-13 03:31:32,5694,burger,4.0,4,1756,3,309,729,100.0,93.0,135.0,251,900.0
2.0,2015-02-13 03:31:39,1661,dessert,1.0,2,1590,2,795,795,132.0,114.0,185.0,446,836.0
2.0,2015-02-13 03:31:42,5695,mexican,2.0,4,2726,3,499,899,100.0,93.0,135.0,251,270.0
6.0,2015-02-13 03:31:43,3742,steak,1.0,2,2320,2,995,1095,,,,446,941.0
1.0,2015-02-13 03:31:45,606,italian,1.0,1,1195,1,1195,1195,117.0,103.0,166.0,251,424.0
4.0,2015-02-13 03:31:58,2894,malaysian,1.0,2,1990,2,895,1095,70.0,70.0,108.0,446,165.0
2.0,2015-02-13 03:31:59,6553,steak,2.0,2,2745,2,1350,1395,100.0,93.0,135.0,251,599.0
5.0,2015-02-13 03:32:00,1291,mexican,1.0,3,3198,2,1099,1499,46.0,43.0,74.0,446,630.0
5.0,2015-02-13 03:32:05,3142,pizza,5.0,4,3590,4,650,1600,51.0,50.0,74.0,446,394.0
2.0,2015-02-13 03:32:11,1076,american,3.0,1,1475,1,1475,1475,132.0,114.0,185.0,251,915.0
2.0,2015-02-13 03:32:14,6563,steak,5.0,1,2099,1,2099,2099,100.0,93.0,135.0,251,749.0
5.0,2015-02-13 03:32:19,6451,korean,5.0,2,2750,2,1300,1300,36.0,26.0,35.0,251,563.0
2.0,2015-02-13 03:32:31,355,burger,4.0,2,1144,2,279,695,132.0,114.0,185.0,251,457.0
2.0,2015-02-13 03:32:32,5028,mexican,5.0,1,900,1,900,900,100.0,93.0,135.0,251,334.0
4.0,2015-02-13 03:32:35,4137,dessert,2.0,1,699,1,699,699,70.0,70.0,108.0,251,607.0
5.0,2015-02-13 03:32:36,5977,chinese,3.0,3,1145,3,100,895,46.0,43.0,74.0,251,316.0
1.0,2015-02-13 03:32:38,4278,burger,1.0,5,2962,5,260,1089,15.0,15.0,18.0,446,544.0
4.0,2015-02-13 03:32:45,6917,vietnamese,5.0,4,1760,3,295,795,117.0,103.0,166.0,251,358.0
4.0,2015-02-13 03:32:45,3502,mediterranean,3.0,1,1550,1,1550,1550,70.0,70.0,108.0,251,507.0
4.0,2015-02-13 03:32:48,538,chinese,3.0,3,2300,3,700,800,117.0,103.0,166.0,251,328.0
3.0,2015-02-13 03:32:49,79,japanese,1.0,4,3600,3,800,1000,10.0,5.0,4.0,446,188.0
1.0,2015-02-13 03:32:55,2319,pizza,3.0,3,3877,3,879,1399,29.0,28.0,29.0,251,461.0
1.0,2015-02-13 03:32:56,3801,american,5.0,5,3455,4,195,995,51.0,50.0,74.0,251,514.0
4.0,2015-02-13 03:33:06,3770,catering,3.0,4,4135,4,695,1150,117.0,103.0,166.0,251,281.0
3.0,2015-02-13 03:33:10,3351,japanese,2.0,1,1150,1,1150,1150,10.0,5.0,4.0,251,720.0
1.0,2015-02-13 03:33:25,1970,breakfast,3.0,2,1890,2,795,895,51.0,50.0,74.0,251,577.0
2.0,2015-02-13 03:33:29,874,italian,3.0,3,4515,3,795,2725,71.0,57.0,93.0,251,748.0
4.0,2015-02-13 03:33:31,4344,vietnamese,2.0,2,1295,2,300,995,107.0,85.0,130.0,251,401.0
5.0,2015-02-13 03:33:34,1340,italian,5.0,1,849,1,849,849,46.0,43.0,74.0,251,439.0
1.0,2015-02-13 03:33:39,6295,japanese,1.0,1,1420,1,1045,1045,15.0,15.0,23.0,446,969.0
,2015-02-13 03:33:40,3238,smoothie,,1,650,1,650,650,53.0,37.0,33.0,251,577.0
6.0,2015-02-13 03:33:41,867,fast,4.0,1,1199,1,1199,1199,,,,251,366.0
6.0,2015-02-13 03:33:47,4038,italian,1.0,2,3500,2,1700,1800,,,,446,613.0
1.0,2015-02-13 03:33:51,415,japanese,3.0,6,4850,6,475,1495,22.0,22.0,27.0,251,239.0
2.0,2015-02-13 03:33:59,1661,dessert,1.0,3,3124,3,564,1703,135.0,127.0,184.0,446,719.0
1.0,2015-02-13 03:34:02,2796,italian,3.0,1,2300,1,2300,2300,51.0,50.0,74.0,251,455.0
5.0,2015-02-13 03:34:05,945,smoothie,5.0,2,1875,2,550,550,132.0,114.0,185.0,251,533.0
